No.,正誤,分野名,大分類,中分類,出典
15,×,テクノロジ系,技術要素,マルチメディア,"=HYPERLINK(""http://www.ap-siken.com/kakomon/21_haru/q30.html"",""平成21年春期 問30"")"
16,×,テクノロジ系,技術要素,データベース,"=HYPERLINK(""http://www.ap-siken.com/kakomon/21_haru/q32.html"",""平成21年春期 問32"")"
17,○,テクノロジ系,技術要素,データベース,"=HYPERLINK(""http://www.ap-siken.com/kakomon/21_haru/q33.html"",""平成21年春期 問33"")"
18,○,テクノロジ系,技術要素,ネットワーク,"=HYPERLINK(""http://www.ap-siken.com/kakomon/21_haru/q35.html"",""平成21年春期 問35"")"
19,○,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""http://www.ap-siken.com/kakomon/21_haru/q38.html"",""平成21年春期 問38"")"
20,○,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""http://www.ap-siken.com/kakomon/21_haru/q40.html"",""平成21年春期 問40"")"
21,○,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""http://www.ap-siken.com/kakomon/21_haru/q41.html"",""平成21年春期 問41"")"
22,×,テクノロジ系,開発技術,システム開発技術,"=HYPERLINK(""http://www.ap-siken.com/kakomon/21_haru/q44.html"",""平成21年春期 問44"")"
23,○,テクノロジ系,開発技術,システム開発技術,"=HYPERLINK(""http://www.ap-siken.com/kakomon/21_haru/q45.html"",""平成21年春期 問45"")"
24,×,テクノロジ系,開発技術,システム開発技術,"=HYPERLINK(""http://www.ap-siken.com/kakomon/21_haru/q47.html"",""平成21年春期 問47"")"
25,○,テクノロジ系,開発技術,ソフトウェア開発管理技術,"=HYPERLINK(""http://www.ap-siken.com/kakomon/21_haru/q49.html"",""平成21年春期 問49"")"
26,○,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/21_haru/q51.html"",""平成21年春期 問51"")"
27,×,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/21_haru/q53.html"",""平成21年春期 問53"")"
28,○,マネジメント系,サービスマネジメント,サービスマネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/21_haru/q55.html"",""平成21年春期 問55"")"
29,○,マネジメント系,サービスマネジメント,サービスマネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/21_haru/q57.html"",""平成21年春期 問57"")"
30,○,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/21_haru/q60.html"",""平成21年春期 問60"")"
31,×,ストラテジ系,システム戦略,システム企画,"=HYPERLINK(""http://www.ap-siken.com/kakomon/21_haru/q61.html"",""平成21年春期 問61"")"
32,×,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""http://www.ap-siken.com/kakomon/21_haru/q63.html"",""平成21年春期 問63"")"
33,○,ストラテジ系,システム戦略,システム企画,"=HYPERLINK(""http://www.ap-siken.com/kakomon/21_haru/q65.html"",""平成21年春期 問65"")"
34,○,ストラテジ系,経営戦略,経営戦略マネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/21_haru/q67.html"",""平成21年春期 問67"")"
35,○,ストラテジ系,経営戦略,経営戦略マネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/21_haru/q69.html"",""平成21年春期 問69"")"
36,×,ストラテジ系,経営戦略,ビジネスインダストリ,"=HYPERLINK(""http://www.ap-siken.com/kakomon/21_haru/q71.html"",""平成21年春期 問71"")"
37,×,ストラテジ系,経営戦略,ビジネスインダストリ,"=HYPERLINK(""http://www.ap-siken.com/kakomon/21_haru/q73.html"",""平成21年春期 問73"")"
38,○,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""http://www.ap-siken.com/kakomon/21_haru/q75.html"",""平成21年春期 問75"")"
39,×,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""http://www.ap-siken.com/kakomon/21_haru/q77.html"",""平成21年春期 問77"")"
40,○,ストラテジ系,企業と法務,法務,"=HYPERLINK(""http://www.ap-siken.com/kakomon/21_haru/q79.html"",""平成21年春期 問79"")"
 
