No.,正誤,分野名,大分類,中分類,出典
28,○,マネジメント系,サービスマネジメント,サービスマネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/27_aki/q55.html"",""平成27年秋期 問55"")"
29,○,マネジメント系,サービスマネジメント,サービスマネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/27_aki/q57.html"",""平成27年秋期 問57"")"
30,○,マネジメント系,サービスマネジメント,システム監査,"=HYPERLINK(""http://www.ap-siken.com/kakomon/27_aki/q59.html"",""平成27年秋期 問59"")"
31,○,ストラテジ系,システム戦略,システム戦略,"=HYPERLINK(""http://www.ap-siken.com/kakomon/27_aki/q61.html"",""平成27年秋期 問61"")"
32,○,ストラテジ系,システム戦略,システム企画,"=HYPERLINK(""http://www.ap-siken.com/kakomon/27_aki/q64.html"",""平成27年秋期 問64"")"
33,○,ストラテジ系,システム戦略,システム企画,"=HYPERLINK(""http://www.ap-siken.com/kakomon/27_aki/q66.html"",""平成27年秋期 問66"")"
34,○,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""http://www.ap-siken.com/kakomon/27_aki/q68.html"",""平成27年秋期 問68"")"
35,×,ストラテジ系,経営戦略,ビジネスインダストリ,"=HYPERLINK(""http://www.ap-siken.com/kakomon/27_aki/q70.html"",""平成27年秋期 問70"")"
36,○,ストラテジ系,経営戦略,ビジネスインダストリ,"=HYPERLINK(""http://www.ap-siken.com/kakomon/27_aki/q71.html"",""平成27年秋期 問71"")"
37,○,ストラテジ系,企業と法務,法務,"=HYPERLINK(""http://www.ap-siken.com/kakomon/27_aki/q74.html"",""平成27年秋期 問74"")"
38,○,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""http://www.ap-siken.com/kakomon/27_aki/q75.html"",""平成27年秋期 問75"")"
39,×,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""http://www.ap-siken.com/kakomon/27_aki/q77.html"",""平成27年秋期 問77"")"
40,○,ストラテジ系,企業と法務,法務,"=HYPERLINK(""http://www.ap-siken.com/kakomon/27_aki/q80.html"",""平成27年秋期 問80"")"
 
