No.,正誤,分野名,大分類,中分類,出典
18,×,テクノロジ系,技術要素,ネットワーク,"=HYPERLINK(""http://www.ap-siken.com/kakomon/26_haru/q35.html"",""平成26年春期 問35"")"
19,○,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""http://www.ap-siken.com/kakomon/26_haru/q37.html"",""平成26年春期 問37"")"
20,○,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""http://www.ap-siken.com/kakomon/26_haru/q39.html"",""平成26年春期 問39"")"
21,○,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""http://www.ap-siken.com/kakomon/26_haru/q42.html"",""平成26年春期 問42"")"
22,○,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""http://www.ap-siken.com/kakomon/26_haru/q43.html"",""平成26年春期 問43"")"
23,○,テクノロジ系,開発技術,システム開発技術,"=HYPERLINK(""http://www.ap-siken.com/kakomon/26_haru/q46.html"",""平成26年春期 問46"")"
24,○,テクノロジ系,開発技術,システム開発技術,"=HYPERLINK(""http://www.ap-siken.com/kakomon/26_haru/q47.html"",""平成26年春期 問47"")"
25,○,テクノロジ系,開発技術,ソフトウェア開発管理技術,"=HYPERLINK(""http://www.ap-siken.com/kakomon/26_haru/q49.html"",""平成26年春期 問49"")"
26,×,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/26_haru/q52.html"",""平成26年春期 問52"")"
27,×,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/26_haru/q54.html"",""平成26年春期 問54"")"
28,○,マネジメント系,サービスマネジメント,サービスマネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/26_haru/q56.html"",""平成26年春期 問56"")"
29,○,マネジメント系,サービスマネジメント,サービスマネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/26_haru/q57.html"",""平成26年春期 問57"")"
30,○,マネジメント系,サービスマネジメント,システム監査,"=HYPERLINK(""http://www.ap-siken.com/kakomon/26_haru/q60.html"",""平成26年春期 問60"")"
31,○,ストラテジ系,システム戦略,システム戦略,"=HYPERLINK(""http://www.ap-siken.com/kakomon/26_haru/q61.html"",""平成26年春期 問61"")"
32,○,ストラテジ系,システム戦略,システム戦略,"=HYPERLINK(""http://www.ap-siken.com/kakomon/26_haru/q64.html"",""平成26年春期 問64"")"
33,×,ストラテジ系,システム戦略,システム企画,"=HYPERLINK(""http://www.ap-siken.com/kakomon/26_haru/q65.html"",""平成26年春期 問65"")"
34,×,ストラテジ系,経営戦略,経営戦略マネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/26_haru/q67.html"",""平成26年春期 問67"")"
35,○,ストラテジ系,経営戦略,経営戦略マネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/26_haru/q70.html"",""平成26年春期 問70"")"
36,○,ストラテジ系,経営戦略,技術戦略マネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/26_haru/q71.html"",""平成26年春期 問71"")"
37,×,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""http://www.ap-siken.com/kakomon/26_haru/q73.html"",""平成26年春期 問73"")"
38,○,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""http://www.ap-siken.com/kakomon/26_haru/q75.html"",""平成26年春期 問75"")"
39,×,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""http://www.ap-siken.com/kakomon/26_haru/q77.html"",""平成26年春期 問77"")"
40,○,ストラテジ系,企業と法務,法務,"=HYPERLINK(""http://www.ap-siken.com/kakomon/26_haru/q80.html"",""平成26年春期 問80"")"
 
